subject,values.congruency,correct,latency,color
78,2,0.888888889,958.1666667,blue
78,2,1,808.3888889,green
79,1,1,731.3333333,black
79,1,1,1258.058824,red
79,1,1,1181.555556,blue
79,1,0.944444444,1236.111111,green
79,2,1,1141.4375,black
79,2,1,964.9444444,red
79,2,0.941176471,1247.529412,blue
79,2,1,1360.944444,green
80,1,1,605.2424242,black
80,1,0.944444444,655.5833333,red
80,1,0.972222222,637.1944444,blue
80,1,0.939393939,640.1818182,green
80,2,0.942857143,685.5428571,black
80,2,0.971428571,645.4571429,red
80,2,0.972222222,649.7222222,blue
80,2,0.972222222,732.1944444,green
81,1,1,568,black
81,1,1,566.2941176,red
81,1,0.944444444,716.3333333,blue
81,1,1,605.1666667,green
81,2,0.941176471,712.0588235,black
81,2,0.941176471,769.4117647,red
81,2,1,659.7647059,blue
81,2,0.944444444,785.2777778,green
82,1,1,517.6666667,black
82,1,0.944444444,522.3888889,red
82,1,0.944444444,542.2222222,blue
82,1,0.941176471,591.7647059,green
82,2,1,604.4117647,black
82,2,1,667.5555556,red
82,2,1,563.9411765,blue
82,2,1,634.5294118,green
83,1,0.96969697,584.5454545,black
83,1,1,689.2285714,red
83,1,0.972222222,635.2777778,blue
83,1,1,612.2352941,green
83,2,0.888888889,728.3611111,black
83,2,0.970588235,706.8235294,red
83,2,1,695.6388889,blue
83,2,0.944444444,667.9722222,green
84,1,1,860.7647059,black
84,1,0,503.5555556,red
84,1,0,872.625,blue
84,1,0,671.1176471,green
84,2,0,567.8888889,black
84,2,0.277777778,686.6111111,red
84,2,0.277777778,1025.611111,blue
84,2,0.333333333,793.0555556,green
85,1,1,714.7222222,black
85,1,1,756,red
85,1,1,966,blue
85,1,1,918.4705882,green
85,2,1,926.8888889,black
85,2,1,975.2352941,red
85,2,1,1020.235294,blue
85,2,1,1041.888889,green
86,1,1,701.1666667,black
86,1,1,719.7222222,red
86,1,1,894.2222222,blue
86,1,0.882352941,684.1176471,green
86,2,1,839.3529412,black
86,2,1,953.1176471,red
86,2,0.944444444,828,blue
86,2,1,978.1176471,green
87,1,1,651.3529412,black
87,1,1,654.9411765,red
87,1,1,778.2352941,blue
87,1,1,1183.111111,green
87,2,0.944444444,932.8333333,black
87,2,0.944444444,1055.722222,red
87,2,0.941176471,1250.176471,blue
87,2,0.944444444,1008.944444,green
88,1,0.971428571,507.4571429,black
88,1,1,528.4285714,red
88,1,0.972222222,576.8611111,blue
88,1,0.970588235,525.5882353,green
88,2,0.944444444,641.2222222,black
88,2,0.970588235,602.1470588,red
88,2,0.914285714,629.1142857,blue
88,2,0.971428571,623.4285714,green
89,1,0.888888889,691.3888889,black
89,1,0.941176471,637.1764706,red
89,1,1,879.9411765,blue
89,1,0.888888889,745.6666667,green
89,2,0.888888889,854.5555556,black
89,2,0.941176471,761.5294118,red
89,2,0.941176471,734.6470588,blue
89,2,0.944444444,956.1666667,green
90,1,0.941176471,623.9411765,black
90,1,0.944444444,728.9444444,red
90,1,0.888888889,691.2777778,blue
90,1,1,571.4444444,green
90,2,1,820.2941176,black
90,2,0.944444444,800.8333333,red
90,2,1,731.5882353,blue
90,2,0.882352941,684.1176471,green
91,1,0.944444444,475.5555556,black
91,1,0.944444444,513.8333333,red
91,1,0.705882353,619.7058824,blue
91,1,0.941176471,591.0588235,green
91,2,0.764705882,557.0588235,black
91,2,1,673.2222222,red
91,2,0.941176471,629.5882353,blue
91,2,0.888888889,601.4444444,green
92,1,1,556.6470588,black
92,1,0.888888889,626.4444444,red
92,1,0.941176471,796.5294118,blue
92,1,0.888888889,697.1666667,green
92,2,0.764705882,629.8823529,black
92,2,0.944444444,758.2222222,red
92,2,0.944444444,666.5555556,blue
92,2,1,721.2352941,green
93,1,0.888888889,460.0555556,black
93,1,0.941176471,533.7058824,red
93,1,1,542.7222222,blue
93,1,1,573.4444444,green
93,2,0.888888889,547.3888889,black
93,2,0.941176471,633.4705882,red
93,2,0.941176471,510.9411765,blue
93,2,0.941176471,573.1176471,green
94,1,1,1039.444444,black
94,1,1,1323.941176,red
94,1,0.941176471,1422.941176,blue
94,1,0.875,1439.375,green
94,2,0.888888889,1624.277778,black
94,2,0.944444444,1721.055556,red
94,2,0.944444444,3137.777778,blue
94,2,0.944444444,1651.611111,green
96,1,1,786.1764706,black
96,1,1,801.1111111,red
96,1,1,956.1176471,blue
96,1,1,938.5,green
96,2,0.941176471,1172.764706,black
96,2,1,1007.882353,red
96,2,1,1042.666667,blue
96,2,0.944444444,920,green
97,1,1,563.6111111,black
97,1,0.944444444,950.2777778,red
97,1,1,686.6111111,blue
97,1,0.9375,791.8125,green
97,2,0.944444444,946.7777778,black
97,2,0.777777778,906.0555556,red
97,2,0.823529412,926.1176471,blue
97,2,1,1157,green
98,1,1,473.1111111,black
98,1,0.764705882,536.8823529,red
98,1,1,546.6470588,blue
98,1,0.944444444,575.1666667,green
98,2,1,599.8823529,black
98,2,1,642.8235294,red
98,2,0.888888889,540.1666667,blue
98,2,0.944444444,518,green
99,1,1,499.5,black
99,1,0.833333333,547.9444444,red
99,1,1,514.7222222,blue
99,1,1,581.7647059,green
99,2,1,610.5,black
99,2,0.944444444,641.7222222,red
99,2,1,734.9411765,blue
99,2,0.888888889,627.8888889,green
100,1,1,541.5294118,black
100,1,0.944444444,606.8333333,red
100,1,0.888888889,1036.833333,blue
100,1,1,722.9375,green
100,2,0.944444444,871.0555556,black
100,2,0.888888889,1033.888889,red
100,2,0.882352941,791.5882353,blue
100,2,0.944444444,740.6666667,green
101,1,0.941176471,844.5294118,black
101,1,0.823529412,863.1176471,red
101,1,1,1144.666667,blue
101,1,1,967.8333333,green
101,2,0.666666667,1165.888889,black
101,2,0.833333333,1068.944444,red
101,2,0.75,1152.1875,blue
101,2,0.944444444,936.6111111,green
102,1,1,766.2352941,black
102,1,0.944444444,705,red
102,1,1,785.5,blue
102,1,0.941176471,806,green
102,2,0.888888889,1038.222222,black
102,2,1,917.6666667,red
102,2,0.941176471,806.3529412,blue
102,2,1,875.1176471,green
103,1,1,522.6666667,black
103,1,1,578.5882353,red
103,1,1,769.6666667,blue
103,1,0.882352941,761.1764706,green
103,2,1,706.7058824,black
103,2,0.888888889,811.1666667,red
103,2,0.944444444,678.5,blue
103,2,0.941176471,625.8235294,green
104,1,1,718.7777778,black
104,1,0.944444444,731.5555556,red
104,1,1,882,blue
104,1,0.882352941,777.5882353,green
104,2,0.941176471,893.9411765,black
104,2,0.941176471,1124.058824,red
104,2,0.764705882,805.2941176,blue
104,2,1,983.1111111,green
105,1,1,491.8823529,black
105,1,0.944444444,571.4444444,red
105,1,0.944444444,663.3888889,blue
105,1,0.888888889,690.3888889,green
105,2,1,644.7647059,black
105,2,0.941176471,627.8823529,red
105,2,0.941176471,598.4705882,blue
105,2,0.944444444,640.2222222,green
106,1,1,465.8333333,black
106,1,0.823529412,521.2941176,red
106,1,0.833333333,518.6111111,blue
106,1,0.888888889,472.5,green
106,2,1,527.1875,black
106,2,0.941176471,484.5882353,red
106,2,0.888888889,560.5555556,blue
106,2,0.777777778,505.5555556,green
107,1,1,617.7333333,black
107,1,1,843.3333333,red
107,1,1,610.1764706,blue
107,1,1,688.8333333,green
107,2,1,829.4444444,black
107,2,0.888888889,962.1666667,red
107,2,0.944444444,703.8333333,blue
107,2,1,752.7222222,green
108,1,1,880.1666667,black
108,1,1,1599.470588,red
108,1,1,1380.222222,blue
108,1,1,1545.647059,green
108,2,0.777777778,1820.222222,black
108,2,1,1675.055556,red
108,2,1,1814.117647,blue
108,2,0.941176471,1520.882353,green
109,1,1,634,black
109,1,1,723.2352941,red
109,1,1,660.2222222,blue
109,1,0.944444444,587.1666667,green
109,2,1,952.4705882,black
109,2,0.941176471,1028.941176,red
109,2,1,722.4444444,blue
109,2,0.882352941,821.6470588,green
110,1,1,757.9444444,black
110,1,1,869.4444444,red
110,1,1,959.2777778,blue
110,1,1,1333.375,green
110,2,0.941176471,1083.411765,black
110,2,0.833333333,1144.388889,red
110,2,1,1072.333333,blue
110,2,1,1058.647059,green
111,1,1,578.7777778,black
111,1,0.941176471,697.4705882,red
111,1,0.944444444,747.5,blue
111,1,1,781.4444444,green
111,2,0.888888889,790,black
111,2,1,663.5,red
111,2,1,792.4705882,blue
111,2,0.944444444,710.1111111,green
112,1,1,454.6666667,black
112,1,0.941176471,528,red
112,1,1,529.8823529,blue
112,1,1,514.2222222,green
112,2,0.944444444,515.1111111,black
112,2,1,552,red
112,2,0.941176471,474.5882353,blue
112,2,1,566.1111111,green
113,1,1,859.7777778,black
113,1,1,978.4117647,red
113,1,1,1124.611111,blue
113,1,1,1331.058824,green
