subject,values.congruency,correct,latency,color
113,2,1,1299.411765,black
113,2,1,1081.555556,red
113,2,1,1359.888889,blue
113,2,0.882352941,1244.117647,green
114,1,0.941176471,530.9411765,black
114,1,1,626.1666667,red
114,1,0.944444444,902.1111111,blue
114,1,0.941176471,1188.941176,green
114,2,0.611111111,892,black
114,2,0.823529412,895.9411765,red
114,2,0.944444444,927.7222222,blue
114,2,0.941176471,680.4117647,green
115,1,0.941176471,1103.529412,black
115,1,0.944444444,1657.944444,red
115,1,1,1492.294118,blue
115,1,0.941176471,1463.058824,green
115,2,1,1751.588235,black
115,2,1,1446.833333,red
115,2,0.944444444,1527.722222,blue
115,2,1,1929.888889,green
116,1,1,571.6666667,black
116,1,0.944444444,588.4444444,red
116,1,0.941176471,807,blue
116,1,1,817.6666667,green
116,2,0.944444444,770.6666667,black
116,2,1,594.1764706,red
116,2,1,761.5294118,blue
116,2,1,938.4117647,green
117,1,0.944444444,723.1666667,black
117,1,1,773.4705882,red
117,1,1,948,blue
117,1,0.944444444,881.6666667,green
117,2,1,847.4117647,black
117,2,1,1022.055556,red
117,2,1,980.7647059,blue
117,2,1,908.7058824,green
118,1,1,725.2941176,black
118,1,1,793.5,red
118,1,1,903.0588235,blue
118,1,1,891.8333333,green
118,2,0.882352941,1393.294118,black
118,2,0.833333333,1349.666667,red
118,2,0.833333333,1527.555556,blue
118,2,0.823529412,1077.117647,green
119,1,1,669.1666667,black
119,1,1,605,red
119,1,1,741.5625,blue
119,1,0.941176471,666.4705882,green
119,2,0.944444444,722.9444444,black
119,2,1,687,red
119,2,0.944444444,767.9444444,blue
119,2,1,773.6666667,green
120,1,0.971428571,1118.142857,black
120,1,0.972222222,921,red
120,1,0.914285714,1409.514286,blue
120,1,1,1142.514286,green
120,2,0.941176471,1387.264706,black
120,2,0.885714286,1042.028571,red
120,2,1,1371.323529,blue
120,2,1,1104.166667,green
121,1,1,1090.777778,black
121,1,1,1747.3125,red
121,1,1,1129.888889,blue
121,1,1,1437,green
121,2,0.764705882,2140,black
121,2,1,1754.166667,red
121,2,0.823529412,1809.352941,blue
121,2,0.888888889,1625.388889,green
122,1,1,697.6111111,black
122,1,1,737.8888889,red
122,1,1,875.2941176,blue
122,1,0.944444444,891.5555556,green
122,2,1,1068.764706,black
122,2,1,905.8235294,red
122,2,1,905.9411765,blue
122,2,1,783.0555556,green
123,1,0.944444444,755.3333333,black
123,1,1,734.4444444,red
123,1,0.9375,905.4375,blue
123,1,0.944444444,1519.388889,green
123,2,1,1069.235294,black
123,2,0.944444444,1011.333333,red
123,2,1,1093.176471,blue
123,2,0.944444444,926.9444444,green
124,1,1,543,black
124,1,1,592.5294118,red
124,1,0.944444444,702.7777778,blue
124,1,0.941176471,784.7647059,green
124,2,1,872.4117647,black
124,2,1,743.9444444,red
124,2,0.941176471,659.7058824,blue
124,2,1,628.5555556,green
125,1,1,630.7647059,black
125,1,0.944444444,608.4444444,red
125,1,1,734.3888889,blue
125,1,1,713.1111111,green
125,2,1,706.9411765,black
125,2,0.944444444,837.8333333,red
125,2,1,677.5294118,blue
125,2,1,654.5882353,green
126,1,1,686.9375,black
126,1,1,613.8333333,red
126,1,1,746.3333333,blue
126,1,1,783.4444444,green
126,2,1,781.6470588,black
126,2,0.944444444,831.2222222,red
126,2,1,900.5,blue
126,2,1,709.8823529,green
127,1,1,637.8235294,black
127,1,1,749,red
127,1,1,704.3333333,blue
127,1,0.944444444,962.2777778,green
127,2,0.941176471,930.5294118,black
127,2,1,758.4117647,red
127,2,0.941176471,901.2352941,blue
127,2,0.944444444,1116.333333,green
128,1,1,773.8823529,black
128,1,1,1251.055556,red
128,1,1,1146.222222,blue
128,1,1,1224.529412,green
128,2,0.882352941,1479.705882,black
128,2,0.944444444,1415.5,red
128,2,0.882352941,1352.705882,blue
128,2,1,1342.5,green
129,1,0.888888889,516.7222222,black
129,1,0.944444444,615.4444444,red
129,1,0.888888889,666.7777778,blue
129,1,0.944444444,613.4444444,green
129,2,0.941176471,664.8823529,black
129,2,1,580.3529412,red
129,2,1,598.7777778,blue
129,2,0.8125,540.625,green
130,1,0.941176471,775.9411765,black
130,1,1,1020.277778,red
130,1,1,755.1666667,blue
130,1,0.875,847.3125,green
130,2,1,1075.176471,black
130,2,0.944444444,881.4444444,red
130,2,0.888888889,987,blue
130,2,1,881.0555556,green
131,1,1,514.5555556,black
131,1,0.941176471,527.2941176,red
131,1,0.944444444,590.3333333,blue
131,1,0.944444444,553.7222222,green
131,2,1,777.6666667,black
131,2,0.941176471,664.2941176,red
131,2,0.888888889,541.9444444,blue
131,2,1,586.0625,green
132,1,1,691.8888889,black
132,1,1,767.3529412,red
132,1,1,699.3529412,blue
132,1,1,856.1666667,green
132,2,0.941176471,941.1764706,black
132,2,1,989.9444444,red
132,2,0.941176471,1051.058824,blue
132,2,1,883,green
133,1,1,613.1176471,black
133,1,1,791.4444444,red
133,1,1,800.1111111,blue
133,1,0.944444444,1116.888889,green
133,2,0.888888889,1101,black
133,2,1,938.3529412,red
133,2,0.941176471,964.9411765,blue
133,2,0.941176471,847.7647059,green
134,1,1,646.3888889,black
134,1,1,823.3888889,red
134,1,0.941176471,682.9411765,blue
134,1,1,789.4444444,green
134,2,0.882352941,817.3529412,black
134,2,1,689.7222222,red
134,2,0.8125,876.9375,blue
134,2,1,792.3333333,green
135,1,1,755.3888889,black
135,1,1,803,red
135,1,1,715.0588235,blue
135,1,1,672,green
135,2,1,878.25,black
135,2,1,795.5882353,red
135,2,1,783.3888889,blue
135,2,1,912.0555556,green
136,1,1,1004.333333,black
136,1,1,1280.833333,red
136,1,1,1081.411765,blue
136,1,0.9375,1402.5,green
136,2,0.722222222,1517.388889,black
136,2,0.647058824,1271.470588,red
136,2,0.611111111,1264.055556,blue
136,2,0.777777778,1497.555556,green
137,1,1,570.6111111,black
137,1,1,522.8333333,red
137,1,1,592.7222222,blue
137,1,0.944444444,820.3333333,green
137,2,0.882352941,766.7058824,black
137,2,0.944444444,846.7222222,red
137,2,1,807.0666667,blue
137,2,1,646.6666667,green
138,1,1,591.1666667,black
138,1,1,623,red
138,1,1,864.8333333,blue
138,1,0.833333333,715.7222222,green
138,2,0.882352941,1025.529412,black
138,2,0.833333333,931.3888889,red
138,2,1,757.5882353,blue
138,2,0.941176471,869.7058824,green
139,1,1,582.0555556,black
139,1,1,641.7777778,red
139,1,0.941176471,705.9411765,blue
139,1,0.944444444,628.2777778,green
139,2,0.833333333,772.7777778,black
139,2,0.9375,782.3125,red
139,2,0.941176471,742,blue
139,2,1,660.5,green
140,1,0.888888889,532.7777778,black
140,1,1,460.6666667,red
140,1,1,628.3125,blue
140,1,0.888888889,542.0555556,green
140,2,1,565.1666667,black
140,2,0.944444444,594.5555556,red
140,2,1,614.7777778,blue
140,2,1,744.5,green
141,1,1,561.2222222,black
141,1,0.941176471,615.2941176,red
141,1,0.941176471,669.8823529,blue
141,1,0.941176471,572.5294118,green
141,2,0.833333333,778,black
141,2,0.888888889,624,red
141,2,0.888888889,698.6111111,blue
141,2,0.941176471,802.9411765,green
142,1,0.882352941,554.5882353,black
142,1,1,547.2222222,red
142,1,0.944444444,736,blue
142,1,1,827.7058824,green
142,2,1,772.5,black
142,2,0.888888889,753.8888889,red
142,2,1,834.4705882,blue
142,2,0.882352941,759.8823529,green
144,1,1,551.0588235,black
144,1,1,584.8888889,red
144,1,0.888888889,674.2222222,blue
144,1,0.941176471,652.7647059,green
144,2,1,729.6470588,black
144,2,0.941176471,709,red
144,2,0.944444444,737.4444444,blue
144,2,0.833333333,697.0555556,green
145,1,1,1078.666667,black
145,1,1,738.3529412,red
145,1,1,1060.5625,blue
145,1,1,1182.941176,green
145,2,1,1196.888889,black
145,2,0.888888889,1254.944444,red
145,2,0.833333333,1170.444444,blue
145,2,1,1074.222222,green
146,1,0.944444444,642.7777778,black
146,1,0.941176471,830.8823529,red
146,1,0.941176471,795.2352941,blue
146,1,1,667.1111111,green
146,2,1,880.7222222,black
146,2,1,1113.294118,red
146,2,1,775.3888889,blue
146,2,1,882.4705882,green
147,1,0.944444444,555.9444444,black
147,1,1,818.1111111,red
147,1,1,707,blue
147,1,0.888888889,703,green
147,2,0.9375,768.4375,black
147,2,1,707,red
147,2,0.941176471,864.2352941,blue
147,2,1,836.7222222,green
148,1,0.980769231,596.5769231,black
148,1,1,778.6792453,red
148,1,0.98,756.06,blue
148,1,0.905660377,985.0943396,green
148,2,0.886792453,932.2830189,black
148,2,0.981132075,967.754717,red
148,2,0.961538462,902,blue
148,2,0.981481481,852.3888889,green
149,1,1,637.7222222,black
149,1,1,629.5625,red
149,1,0.875,772.0625,blue
149,1,0.888888889,786.6666667,green
149,2,0.944444444,840.1111111,black
149,2,0.944444444,945.1111111,red
149,2,0.833333333,881.4444444,blue
149,2,0.944444444,659.6666667,green
150,1,1,773.8823529,black
150,1,1,654.9444444,red
150,1,1,789.2777778,blue
150,1,1,814.9444444,green
150,2,0.941176471,851.5294118,black
150,2,0.9375,903.0625,red
150,2,0.944444444,907.6111111,blue
150,2,0.944444444,890.6111111,green
152,1,1,743.8823529,black
152,1,1,778.3888889,red
152,1,1,799.7777778,blue
152,1,1,1016.277778,green
152,2,1,1071.944444,black
152,2,0.941176471,934,red
152,2,1,952.6666667,blue
152,2,1,839.625,green
153,1,1,728,black
153,1,0.944444444,665.7777778,red
153,1,1,779.7777778,blue
153,1,1,993.2352941,green
153,2,0.941176471,954.7647059,black
153,2,0.944444444,916.8333333,red
153,2,1,942.7647059,blue
153,2,0.941176471,948.2941176,green
154,1,1,664.0588235,black
154,1,1,658.7058824,red
154,1,0.888888889,860.6111111,blue
154,1,0.944444444,744.8888889,green
154,2,1,779.5882353,black
154,2,1,873.0588235,red
154,2,1,819.9444444,blue
154,2,0.944444444,766.7222222,green
155,1,1,785.5555556,black
155,1,0.866666667,1118.466667,red
155,1,1,943.9444444,blue
155,1,0.888888889,1138.833333,green
155,2,0.944444444,1387.111111,black
155,2,0.944444444,1376.277778,red
155,2,0.777777778,1037.777778,blue
155,2,0.941176471,1253.470588,green
156,1,1,594.1666667,black
156,1,1,581.8888889,red
156,1,0.944444444,776.7222222,blue
156,1,1,732.7058824,green
156,2,0.941176471,741.1764706,black
156,2,1,737,red
156,2,1,708.3529412,blue
156,2,1,665.6666667,green
157,1,1,829.4444444,black
157,1,1,801.5555556,red
157,1,1,783.6666667,blue
157,1,1,1005.294118,green
157,2,1,967.0588235,black
157,2,1,1137.722222,red
157,2,1,1012.294118,blue
157,2,1,1050.294118,green
158,1,1,718.7222222,black
158,1,0.941176471,660.8823529,red
158,1,1,698.5,blue
158,1,1,741.8823529,green
158,2,0.875,755.0625,black
158,2,0.888888889,960.2222222,red
158,2,1,843.2222222,blue
158,2,1,673.8333333,green
159,1,1,1094.333333,black
159,1,0.941176471,1113.176471,red
159,1,0.944444444,1531.333333,blue
159,1,0.882352941,1326.647059,green
159,2,0.941176471,1455.705882,black
159,2,0.944444444,1183.333333,red
159,2,1,1036.823529,blue
159,2,0.833333333,1435.388889,green
161,1,1,1474.611111,black
161,1,0.944444444,1583.166667,red
161,1,1,1533.058824,blue
161,1,1,1175.277778,green
161,2,0.941176471,1818.705882,black
161,2,0.941176471,1366.941176,red
161,2,0.722222222,1793.611111,blue
161,2,0.705882353,1629.941176,green
162,1,0.941176471,829.0588235,black
162,1,0.888888889,862.8888889,red
162,1,0.823529412,775.9411765,blue
162,1,0.888888889,1611.222222,green
162,2,0.944444444,1008.222222,black
162,2,0.833333333,698.1666667,red
162,2,0.823529412,1340.529412,blue
162,2,1,757.7058824,green
163,1,1,742.4716981,black
163,1,0.981132075,896.6226415,red
163,1,0.943396226,851.9245283,blue
163,1,0.96,955.94,green
163,2,0.87037037,1123.62963,black
163,2,0.924528302,963.6603774,red
163,2,0.923076923,1184.711538,blue
163,2,0.980769231,1035.75,green
165,1,1,894.7777778,black
165,1,1,661,red
165,1,1,990.1666667,blue
165,1,1,1176.0625,green
165,2,0.944444444,1027.666667,black
165,2,1,898.2222222,red
165,2,1,1100.666667,blue
165,2,1,871.0555556,green
166,1,1,1854.388889,black
166,1,1,1964.722222,red
166,1,0.944444444,1351.277778,blue
166,1,1,1819.0625,green
166,2,0.705882353,1892.117647,black
166,2,0.666666667,2151.777778,red
166,2,0.666666667,2122.055556,blue
166,2,0.705882353,1723.705882,green
167,1,1,500.1666667,black
167,1,1,516.9411765,red
167,1,1,531.6470588,blue
167,1,0.944444444,602.1111111,green
167,2,0.833333333,555.0555556,black
167,2,1,718.5625,red
167,2,0.888888889,522.6666667,blue
167,2,1,624.3333333,green
168,1,0.777777778,839.0555556,black
168,1,0.764705882,673.2941176,red
168,1,0.777777778,1039.944444,blue
168,1,0.705882353,1271.411765,green
168,2,0.555555556,1483.666667,black
168,2,0.529411765,1028.235294,red
168,2,0.722222222,1192.944444,blue
168,2,0.705882353,844.8235294,green
169,1,1,884.7222222,black
169,1,1,1128.277778,red
169,1,1,1130.944444,blue
169,1,0.941176471,1088.529412,green
169,2,1,1254.625,black
169,2,1,1190.333333,red
169,2,1,1045.705882,blue
169,2,0.833333333,1238.166667,green
170,1,1,532.9444444,black
170,1,1,602.375,red
170,1,0.944444444,605.0555556,blue
170,1,1,593.5555556,green
170,2,0.882352941,589.7647059,black
170,2,0.777777778,604,red
170,2,0.944444444,652.3333333,blue
170,2,1,661.8823529,green
171,1,1,537.6111111,black
171,1,1,647.125,red
171,1,0.941176471,782.5294118,blue
171,1,1,795.4444444,green
171,2,1,704.8333333,black
171,2,0.944444444,803.7222222,red
171,2,1,718.7222222,blue
171,2,0.941176471,781.2352941,green
172,1,1,953.1111111,black
172,1,1,1157.176471,red
172,1,0.888888889,900.5,blue
172,1,1,804.1666667,green
172,2,1,879.1875,black
172,2,1,1031.764706,red
172,2,1,1062.333333,blue
172,2,1,1124.444444,green
173,1,1,1080.888889,black
173,1,0.888888889,1300.555556,red
173,1,1,1034.411765,blue
173,1,1,991.8888889,green
173,2,0.882352941,1370.176471,black
173,2,0.722222222,1383,red
173,2,0.941176471,1282.882353,blue
173,2,0.882352941,1357.764706,green
174,1,0.833333333,634.7222222,black
174,1,0.9375,637.4375,red
174,1,1,693.7058824,blue
174,1,0.944444444,707.2222222,green
174,2,0.944444444,836.0555556,black
174,2,0.944444444,751.5,red
174,2,0.944444444,669.1666667,blue
174,2,1,805,green
175,1,1,803.5555556,black
175,1,1,1075.277778,red
175,1,1,1412.411765,blue
175,1,1,1774,green
175,2,1,1275,black
175,2,0.944444444,1367.555556,red
175,2,1,1438.722222,blue
175,2,1,915.1176471,green
176,1,1,647.8823529,black
176,1,0.944444444,934.7777778,red
176,1,1,854.8823529,blue
176,1,1,671,green
176,2,0.941176471,955.0588235,black
176,2,0.777777778,913.2777778,red
176,2,0.944444444,972.2777778,blue
176,2,0.882352941,1037.294118,green
177,1,1,533.1875,black
177,1,1,714.8333333,red
177,1,1,867.8333333,blue
177,1,1,864.2941176,green
177,2,1,1057.705882,black
177,2,0.944444444,891.8888889,red
177,2,1,1284.388889,blue
177,2,1,764.3333333,green
178,1,1,601.4705882,black
178,1,1,577.0555556,red
178,1,1,749.7777778,blue
178,1,1,790.9444444,green
178,2,1,951.3888889,black
178,2,1,839.625,red
178,2,1,778.1764706,blue
178,2,1,850.3888889,green
179,1,1,631.6666667,black
179,1,0.944444444,743.2777778,red
179,1,1,668.7222222,blue
179,1,1,652.9444444,green
179,2,0.944444444,727.7222222,black
179,2,1,627.0555556,red
179,2,1,734.6111111,blue
179,2,0.941176471,770.3529412,green
180,1,0.944444444,647.6111111,black
180,1,1,923.3333333,red
180,1,1,892.7647059,blue
180,1,1,879.2777778,green
180,2,0.941176471,818.8823529,black
180,2,1,721,red
180,2,1,735.8823529,blue
180,2,0.941176471,805.5294118,green
181,1,0.941176471,707.7058824,black
181,1,1,838.5555556,red
181,1,1,1005.388889,blue
181,1,1,766,green
181,2,0.944444444,1249.833333,black
181,2,1,1101.666667,red
181,2,0.882352941,1178,blue
181,2,0.888888889,892.6666667,green
182,1,1,619.5714286,black
182,1,1,648.6,red
182,1,0.971428571,637.0571429,blue
182,1,1,696.5277778,green
182,2,1,662.4166667,black
182,2,1,662.8285714,red
182,2,1,766.6857143,blue
182,2,1,624.9393939,green
183,1,1,608.1111111,black
183,1,1,678.8333333,red
183,1,1,732.4375,blue
183,1,0.888888889,664.7222222,green
183,2,0.888888889,791.6666667,black
183,2,1,759.1764706,red
183,2,1,698.7058824,blue
183,2,0.888888889,709.0555556,green
184,1,1,441.8823529,black
184,1,0.882352941,486.5294118,red
184,1,1,491.5555556,blue
184,1,0.944444444,553.3333333,green
184,2,0.9375,613.0625,black
184,2,0.944444444,585.5555556,red
184,2,1,479.5,blue
184,2,1,530.7222222,green
185,1,1,558,black
185,1,1,594.8823529,red
185,1,1,702.5,blue
185,1,0.941176471,705.7647059,green
185,2,0.888888889,798.4444444,black
185,2,0.944444444,709.2222222,red
185,2,1,675.1176471,blue
185,2,1,687.0588235,green
186,1,0.888888889,580.0555556,black
186,1,0.944444444,662.5,red
186,1,1,553.2777778,blue
186,1,1,660,green
186,2,0.941176471,707.2941176,black
186,2,0.944444444,639.5,red
186,2,1,599.5,blue
186,2,0.941176471,802.1764706,green
187,1,1,627.1666667,black
187,1,1,719,red
187,1,0.941176471,777.7647059,blue
187,1,0.941176471,854.8235294,green
187,2,0.833333333,812.3333333,black
187,2,1,881.4117647,red
187,2,1,815.7777778,blue
187,2,1,902.8823529,green
188,1,0.944444444,590.5555556,black
188,1,1,621.4117647,red
188,1,1,736.3333333,blue
188,1,1,684.2777778,green
188,2,0.941176471,865.2352941,black
188,2,0.941176471,690.5294118,red
188,2,1,749.4705882,blue
188,2,0.888888889,678,green
190,1,1,866.2941176,black
190,1,1,775.1176471,red
190,1,0.941176471,878.7058824,blue
190,1,1,987.3333333,green
190,2,0.944444444,1039.166667,black
190,2,0.888888889,1013.666667,red
190,2,1,1191.529412,blue
190,2,0.888888889,1372.388889,green
191,1,1,1160.823529,black
191,1,1,971.4444444,red
191,1,0.941176471,888.2941176,blue
191,1,0.944444444,1198,green
191,2,0.833333333,1394.944444,black
191,2,0.882352941,1150.588235,red
191,2,1,1394.117647,blue
191,2,1,1473.888889,green
192,1,1,741,black
192,1,0.941176471,664.3529412,red
192,1,1,773.7777778,blue
192,1,0.944444444,970.3333333,green
192,2,1,885.0555556,black
192,2,1,897.1764706,red
192,2,1,749.6666667,blue
192,2,0.875,755.25,green
193,1,1,747,black
193,1,1,807.4705882,red
193,1,1,847.0555556,blue
193,1,1,797.2222222,green
193,2,0.944444444,929.7222222,black
193,2,1,990.8888889,red
193,2,1,921.625,blue
193,2,1,976.2352941,green
194,1,1,573.4117647,black
194,1,0.941176471,659.6470588,red
194,1,0.944444444,963.5555556,blue
194,1,1,922.1111111,green
194,2,0.882352941,820.1764706,black
194,2,0.888888889,745.2222222,red
194,2,0.944444444,868.9444444,blue
194,2,0.941176471,803.0588235,green
195,1,1,710.8888889,black
195,1,1,678.5,red
195,1,1,703.6666667,blue
195,1,0.941176471,817.9411765,green
195,2,0.944444444,1046.722222,black
195,2,0.9375,874.5,red
195,2,0.941176471,950.0588235,blue
195,2,1,719.1666667,green
196,1,1,701.7777778,black
196,1,1,814.5,red
196,1,1,692.8823529,blue
196,1,1,707.5,green
196,2,1,781.8235294,black
196,2,1,797.5294118,red
196,2,0.888888889,842.9444444,blue
196,2,0.941176471,732.4705882,green
197,1,1,586.3529412,black
197,1,0.941176471,681.7647059,red
197,1,0.882352941,626.8823529,blue
197,1,0.888888889,730.1111111,green
197,2,0.944444444,663.0555556,black
197,2,1,645.1111111,red
197,2,0.944444444,690.6666667,blue
197,2,0.941176471,684.2352941,green
198,1,1,1349.222222,black
198,1,0.882352941,2901.411765,red
198,1,0.833333333,2486.166667,blue
198,1,1,2051.5,green
198,2,0.944444444,2200.888889,black
198,2,0.941176471,2667.352941,red
198,2,0.882352941,2599.235294,blue
198,2,0.941176471,1941.470588,green
199,1,1,537.9117647,black
199,1,0.805555556,577.3055556,red
199,1,0.944444444,636.5277778,blue
199,1,0.971428571,614.6285714,green
199,2,0.794117647,672.3529412,black
199,2,0.914285714,615.1428571,red
199,2,1,627.5882353,blue
199,2,0.916666667,641.5833333,green
200,1,1,677.0555556,black
200,1,1,606.7777778,red
200,1,1,803.1111111,blue
200,1,1,736.2941176,green
200,2,1,916.3333333,black
200,2,1,913.5882353,red
200,2,0.941176471,776.1764706,blue
200,2,0.941176471,814.4705882,green
201,1,1,582.3888889,black
201,1,1,623.4117647,red
201,1,1,729.8235294,blue
201,1,1,773.6111111,green
201,2,1,818.5,black
201,2,1,867.6111111,red
201,2,1,813.1764706,blue
201,2,1,793.4705882,green
202,1,1,547.5555556,black
202,1,0.941176471,716.2352941,red
202,1,1,622.7777778,blue
202,1,0.888888889,694,green
202,2,1,768.7058824,black
202,2,0.764705882,798.0588235,red
202,2,0.941176471,771.5882353,blue
202,2,1,884.6666667,green
203,1,1,683.0555556,black
203,1,1,616.875,red
203,1,0.777777778,671.6111111,blue
203,1,0.722222222,620,green
203,2,0.722222222,841.9444444,black
203,2,0.882352941,705.5294118,red
203,2,0.941176471,742.6470588,blue
203,2,0.944444444,1024.388889,green
204,1,0.875,563.4375,black
204,1,1,881.5,red
204,1,0.833333333,943.2777778,blue
204,1,0.941176471,905,green
204,2,0.941176471,923.7058824,black
204,2,0.888888889,984.6666667,red
204,2,1,804.1111111,blue
204,2,0.944444444,784.7777778,green
205,1,1,737.8888889,black
205,1,1,889.2941176,red
205,1,1,857.8333333,blue
205,1,1,987.4666667,green
205,2,1,1011.222222,black
205,2,0.888888889,1020.611111,red
205,2,1,1057.777778,blue
205,2,1,979.2777778,green
206,1,0.941176471,731.1176471,black
206,1,1,878.0555556,red
206,1,0.944444444,1117.222222,blue
206,1,1,1214.882353,green
206,2,1,1195,black
206,2,1,1019.764706,red
206,2,0.944444444,1008.055556,blue
206,2,0.888888889,1110.111111,green
207,1,1,625.3529412,black
207,1,1,708.3333333,red
207,1,1,741.8823529,blue
207,1,1,823.1666667,green
207,2,1,859.1666667,black
207,2,0.944444444,935.9444444,red
207,2,0.941176471,822.6470588,blue
207,2,1,781.4705882,green
208,1,0.888888889,1001.722222,black
208,1,1,1134.058824,red
208,1,1,1389.277778,blue
208,1,0.823529412,1855.882353,green
208,2,0.882352941,1467.117647,black
208,2,0.722222222,1659.111111,red
208,2,0.882352941,971.2941176,blue
208,2,0.944444444,1631.166667,green
209,1,1,652.3333333,black
209,1,0.944444444,938.3333333,red
209,1,1,862.8235294,blue
209,1,0.944444444,898,green
209,2,0.823529412,1126.588235,black
209,2,1,1134,red
209,2,0.882352941,1058.411765,blue
209,2,0.823529412,1175,green
210,1,1,612.6111111,black
210,1,1,655.6666667,red
210,1,1,736.3529412,blue
210,1,0.888888889,660.7222222,green
210,2,1,730.3529412,black
210,2,1,688.2222222,red
210,2,1,715.1176471,blue
210,2,1,805.8823529,green
211,1,0.941176471,485.4705882,black
211,1,0.882352941,552.7058824,red
211,1,0.941176471,631.0588235,blue
211,1,0.944444444,533.8333333,green
211,2,0.944444444,569.4444444,black
211,2,1,550.3333333,red
211,2,1,510.0555556,blue
211,2,0.941176471,594.3529412,green
212,1,1,648.8888889,black
212,1,0.9375,625.0625,red
212,1,1,883.1111111,blue
212,1,1,692.6111111,green
212,2,0.9375,864.6875,black
212,2,0.888888889,827.7222222,red
212,2,0.888888889,831.7777778,blue
212,2,0.888888889,912.6111111,green
213,1,0.944444444,638.3055556,black
213,1,0.944444444,657,red
213,1,1,676.6470588,blue
213,1,1,692.0571429,green
213,2,0.941176471,818.3823529,black
213,2,0.857142857,759.4857143,red
213,2,0.971428571,781.6857143,blue
213,2,0.971428571,801.3714286,green
214,1,1,1361.611111,black
214,1,0.833333333,1948.777778,red
214,1,0.944444444,2491.944444,blue
214,1,1,2318.529412,green
214,2,1,2348.764706,black
214,2,0.944444444,2064.166667,red
214,2,0.941176471,2131.823529,blue
214,2,0.882352941,2789.176471,green
215,1,1,589.6666667,black
215,1,1,576.6470588,red
215,1,1,751.7058824,blue
215,1,1,852.1111111,green
215,2,1,840.7647059,black
215,2,0.941176471,826.7058824,red
215,2,1,817.0555556,blue
215,2,1,722.8333333,green
216,1,1,586.3333333,black
216,1,1,677.5,red
216,1,1,694.3888889,blue
216,1,1,607.8333333,green
216,2,0.888888889,751.8333333,black
216,2,0.941176471,779.0588235,red
216,2,1,809.3333333,blue
216,2,1,738.7647059,green
217,1,0.942857143,639.0857143,black
217,1,1,695.5714286,red
217,1,0.939393939,817.7272727,blue
217,1,0.911764706,876.4411765,green
217,2,0.942857143,812.2571429,black
217,2,0.888888889,905.3611111,red
217,2,0.888888889,1428.861111,blue
217,2,0.888888889,863.6388889,green
218,1,1,681.1764706,black
218,1,1,648.2941176,red
218,1,0.941176471,762.4117647,blue
218,1,1,883.3333333,green
218,2,0.944444444,727.2222222,black
218,2,1,791.7058824,red
218,2,1,812.5555556,blue
218,2,1,763.9444444,green
219,1,1,670.8333333,black
219,1,1,944.8823529,red
219,1,0.944444444,842.6666667,blue
219,1,0.944444444,769.6666667,green
219,2,1,852.1666667,black
219,2,0.941176471,1157.882353,red
219,2,0.823529412,1057.352941,blue
219,2,1,963.9411765,green
221,1,1,728.2222222,black
221,1,1,747,red
221,1,0.941176471,1215.058824,blue
221,1,0.944444444,1267.277778,green
221,2,1,1253.941176,black
221,2,1,1017.117647,red
221,2,1,848.9411765,blue
221,2,1,1013.333333,green
222,1,1,613.1176471,black
222,1,1,591.5,red
222,1,1,704.2777778,blue
222,1,0.941176471,664.5294118,green
222,2,1,621.5882353,black
222,2,1,628.1111111,red
222,2,1,732.2352941,blue
222,2,1,625.6666667,green
223,1,0.972222222,702.0277778,black
223,1,1,790.6857143,red
223,1,1,868.4857143,blue
223,1,0.971428571,1040,green
223,2,0.971428571,1048.857143,black
223,2,0.911764706,1054.823529,red
223,2,0.857142857,1063.257143,blue
223,2,1,1122.971429,green
224,1,1,826.6111111,black
224,1,1,905.125,red
224,1,1,986.9444444,blue
224,1,0.941176471,1322.823529,green
224,2,1,1255.388889,black
224,2,1,1162.777778,red
224,2,0.941176471,1141.117647,blue
224,2,1,1162.944444,green
225,1,1,505.6470588,black
225,1,1,489.9411765,red
225,1,1,745,blue
225,1,1,609.5555556,green
225,2,1,648.5294118,black
225,2,1,568.9444444,red
225,2,1,628.3333333,blue
225,2,1,600.1764706,green
226,1,1,578.6470588,black
226,1,1,605.8823529,red
226,1,0.833333333,580.3333333,blue
226,1,1,605.8235294,green
226,2,1,739.7222222,black
226,2,1,719.7222222,red
226,2,1,698.4444444,blue
226,2,0.941176471,600.1176471,green
227,1,1,735.5882353,black
227,1,1,643.6666667,red
227,1,0.944444444,1073.055556,blue
227,1,1,1358.555556,green
227,2,1,965.1666667,black
227,2,0.944444444,1112.722222,red
227,2,1,1076.470588,blue
227,2,0.9375,723.25,green
228,1,1,638.0588235,black
228,1,1,611.1875,red
228,1,1,668.6666667,blue
228,1,1,685.1111111,green
228,2,0.944444444,676.2777778,black
228,2,1,690.6666667,red
228,2,1,614.6666667,blue
228,2,1,662.4705882,green
229,1,0.971428571,1537.685714,black
229,1,0.911764706,856.7941176,red
229,1,0.771428571,887.2285714,blue
229,1,0.861111111,1323.722222,green
229,2,0.828571429,1490.485714,black
229,2,0.857142857,994.7714286,red
229,2,0.888888889,1899.083333,blue
229,2,0.882352941,1068.529412,green
230,1,1,969.4117647,black
230,1,0.944444444,1083.444444,red
230,1,1,1031.941176,blue
230,1,1,954.7058824,green
230,2,0.888888889,1175.388889,black
230,2,0.888888889,1373.111111,red
230,2,0.764705882,1141.235294,blue
